car_id,sgt_route_cluster_1
20155702075700-732,36
20155702125743-958,124
20155703035752-285,125
20155703045756-537,122
20155703055749-564,37
20155703055759-244,59
20155703055759-583,26
20155703105737-721,20
20155704015702-248,8
20155704015728-85,30
20155704015750-993,10
20155704015757-89,39
20155704025719-973,72
20155704055714-605,79
20155704065719-686,99
20155704065747-318,36
20155704085706-777,101
20155704085737-841,136
20155704105729-133,27
20155704115705-937,20
20155705025745-109,62
20155705025759-63,102
20155705035759-564,16
20155705045704-953,55
20155705045737-959,57
20155705065729-214,43
20155705065743-470,8
20155705065750-793,161
20155705085705-756,122
20155705085712-420,73
20155705085752-232,58
20155705095723-561,11
20155705105749-356,8
20155705125721-407,88
20155706015757-194,9
20155706045723-418,148
20155706065753-746,19
20155706075734-63,72
20155706075759-768,56
20155706095734-781,16
20155706095759-642,17
20155706115706-51,16
20155707045718-181,50
20155707045739-291,4
20155707085753-292,140
20155707095706-832,37
20155707095718-445,107
20155707125720-872,20
20155707125735-181,46
20155708025703-505,93
20155708025739-913,88
20155708025745-242,4
20155708025758-65,27
20155708085739-530,17
20155708095706-36,36
20155708095728-689,69
20155708095746-227,146
20155708095755-9,80
20155708115739-107,16
20155709025743-69,69
20155709055721-587,48
20155709055722-994,14
20155709075707-596,59
20155709095715-337,21
20155709095720-363,17
20155709105753-588,14
20155709105754-104,97
20155710015717-292,133
20155710035704-355,65
20155710035705-492,126
20155710035722-589,50
20155710045720-435,118
20155710055728-180,101
20155710075750-214,83
20155710085723-640,26
20155710095704-36,52
20155710095726-284,151
20155710105729-11,27
20155710125719-554,10
20155711015738-953,86
20155711025720-958,13
20155711025756-499,94
20155711035748-460,91
20155711075735-76,69
20155711105706-320,10
20155711105736-603,24
20155711115749-167,89
20155711125712-255,15
20155711125728-694,73
20155712035738-767,32
20155712035748-245,10
20155712045748-303,27
20155712055713-620,80
20155712075726-121,2
20155712085725-362,80
20155712125720-473,129
20155712125721-681,124
20155713045735-33,108
20155713065743-370,9
20155713085708-4,11
20155713105701-94,36
20155713105709-55,113
20155713125711-0,10
20155714025716-854,26
20155714025739-233,36
20155714055753-76,48
20155715035715-458,24
20155715045720-815,113
20155715055744-947,16
20155715055748-21,73
20155715075716-596,152
20155715115707-991,9
20155715125717-878,39
20155716015702-925,110
20155716015705-26,15
20155716045716-337,16
20155716045735-932,0
20155716075743-384,26
20155716095708-980,8
20155717055740-498,27
20155717055748-249,78
20155717065720-517,43
20155717085756-850,96
20155717125735-683,34
20155717125750-508,109
20155718015733-878,20
20155718025735-7,100
20155718035716-438,34
20155718035719-296,10
20155718045728-397,10
20155718075721-632,10
20155719015711-659,34
20155719025743-55,61
20155719035725-878,142
20155719045735-713,27
20155719055718-468,27
20155719055757-561,8
20155719075702-802,72
20155719075725-561,27
20155719085748-372,77
20155719085750-434,36
20155719115743-154,82
20155719125713-529,80
20155719125721-975,101
20155720025749-383,94
20155720045733-479,69
20155720055708-822,33
20155720055712-245,27
20155720065705-406,72
20155720065710-37,27
20155720065732-452,92
20155720095723-531,110
20155720095752-177,58
20155720115754-988,34
20155721015722-735,8
20155721045702-819,30
20155721075705-83,6
20155721085718-188,114
20155721095721-40,4
20155721095726-231,47
20155721105747-517,27
20155721115746-563,10
20155721125737-805,157
20155721125741-39,21
20155722025727-208,6
20155722035759-975,16
20155722045717-959,36
20155722085707-853,27
20155722085740-393,112
20155722095743-296,33
20155722115704-142,30
20155723025701-227,55
20155723025744-648,4
20155723035703-81,129
20155723045729-553,149
20155723045734-820,121
20155723075734-12,10
20155723115720-27,27
20155723115727-660,77
20155723115752-52,117
20155724015712-546,20
20155724015714-289,48
20155724015737-87,136
20155724015758-338,15
20155724015759-778,125
20155724025730-431,0
20155724025736-120,27
20155724025757-642,133
20155724045740-714,10
20155724045747-509,99
20155724055744-118,125
20155724065712-217,46
20155724075753-122,20
20155724105706-534,69
20155725035758-59,91
20155725045758-771,29
20155725075727-219,30
20155725075744-903,52
20155725095739-361,25
20155725115741-68,69
20155726015743-944,109
20155726045730-46,101
20155726045746-126,16
20155726065746-437,107
20155726075705-55,27
20155726085710-998,25
20155726085725-991,20
20155726105718-69,5
20155726105752-335,25
20155726125712-330,69
20155726125730-585,15
20155727015757-542,58
20155727045729-105,61
20155727045735-743,21
20155727125724-188,26
20155728025725-80,16
20155728045750-240,69
20155728065747-15,52
20155728085725-973,27
20155728115739-290,48
20155729015739-338,41
20155729025712-48,126
20155729045730-720,39
20155729095741-271,17
20155729095744-69,20
20155729095755-261,9
20155729095756-876,5
20155729105722-35,16
20155729105735-293,98
20155729115754-235,90
20155730045709-115,56
20155730045759-380,77
20155730085748-465,20
20155730085755-371,47
20155730095723-986,36
20155730095745-12,26
20155730105738-155,36
20155730125713-984,69
20155731015742-412,126
20155731045731-907,61
20155731055752-472,131
20155731065708-964,84
20155731115721-967,4
20155801015819-968,34
20155801015824-240,33
20155801025816-705,15
20155801035840-804,98
20155801075814-893,16
20155801075850-229,8
20155801085847-425,32
20155801095814-110,131
20155801105820-248,126
20155801115833-996,52
20155802055814-251,66
20155802065857-168,6
20155802085805-6,34
20155803015845-964,27
20155803035851-140,89
20155803045807-863,9
20155803045848-101,109
20155803065823-477,10
20155803075823-463,17
20155803075828-205,26
20155803085804-911,40
20155803095829-960,113
20155803105858-900,124
20155804015811-880,80
20155804035844-100,4
20155804045831-476,51
20155804045852-111,100
20155804085805-14,125
20155804085814-147,15
20155804095839-242,125
20155804105805-400,20
20155804115843-870,63
20155805015812-89,20
20155805015836-890,68
20155805025842-634,19
20155805055852-563,36
20155805085848-703,57
20155805085850-481,110
20155805125838-346,126
20155806025837-218,27
20155806025840-541,10
20155806045854-862,20
20155806065818-62,34
20155806065835-432,38
20155806065852-717,15
20155806065854-345,73
20155806085836-681,136
20155807015849-772,104
20155807035829-958,20
20155807055827-460,24
20155807055837-636,55
20155807095823-910,90
20155807105856-823,34
20155807115813-909,61
20155807125802-565,60
20155808045846-178,16
20155808045846-22,10
20155808055803-655,26
20155808055821-749,10
20155808065847-228,20
20155808075820-882,26
20155808075842-527,109
20155808075848-404,86
20155809045850-372,108
20155809045856-713,39
20155809065829-220,13
20155809065858-874,26
20155809075828-607,112
20155809095821-297,40
20155809095823-865,69
20155809095840-349,16
20155809105821-489,16
20155809105858-905,69
20155809115800-678,21
20155809125823-570,51
20155809125852-460,60
20155810015814-86,112
20155810015843-1,8
20155810025850-117,36
20155810045819-287,27
20155810065842-768,55
20155810085841-250,104
20155810095859-88,25
20155810115855-455,20
20155810125837-406,143
20155811035820-587,104
20155811045827-264,40
20155811055815-517,126
20155811065818-614,26
20155811075818-230,118
20155811085816-277,101
20155811095854-396,36
20155811105829-794,30
20155812015855-673,64
20155812025810-206,10
20155812035804-861,47
20155812035827-157,16
20155812045842-786,6
20155812065819-311,77
20155812085850-844,16
20155812095815-41,26
20155812105823-746,48
20155812115802-110,72
20155812115832-295,73
20155812115843-658,73
20155812125816-703,123
20155813025810-185,80
20155813045825-9,113
20155813075840-171,54
20155813085849-77,33
20155813105800-351,15
20155813105811-205,16
20155813115831-288,12
20155814035802-153,16
20155814035817-335,34
20155814035858-266,8
20155814045802-471,55
20155814045830-493,146
20155814055835-727,86
20155814095824-763,30
20155815025830-136,26
20155815075852-802,20
20155815085831-779,52
20155815085832-570,69
20155815105829-773,58
20155815115803-87,20
20155815115806-862,12
20155815115859-161,135
20155815125820-398,130
20155815125829-147,50
20155816045813-135,109
20155816045845-680,48
20155816065809-769,26
20155816065820-308,9
20155816065834-973,9
20155816065857-340,25
20155816075858-621,69
20155816105800-405,10
20155816105854-480,76
20155816115844-637,48
20155816115849-418,26
20155817015848-991,42
20155817045800-659,27
20155817055837-357,16
20155817075851-702,90
20155817085808-370,5
20155817085820-280,48
20155817085826-736,12
20155817085846-463,5
20155817095851-242,80
20155817115803-248,38
20155817115835-186,36
20155818015801-284,52
20155818035853-341,100
20155818055851-201,26
20155818055851-86,8
20155818065805-317,34
20155818095825-524,10
20155818125809-674,27
20155819015821-968,52
20155819065837-382,88
20155819095836-791,1
20155819105843-176,39
20155819125825-141,39
20155820025827-627,50
20155820025849-226,91
20155820035842-564,41
20155820055809-845,91
20155820065827-219,46
20155820075822-76,10
20155820075838-714,102
20155820075854-368,16
20155820105848-59,107
20155820115826-639,112
20155820115836-402,9
20155821015857-728,20
20155821025807-791,34
20155821065833-503,17
20155821075857-972,118
20155821095808-282,106
20155821095827-669,16
20155821115832-823,85
20155821115837-50,8
20155821125843-445,8
20155822015813-209,61
20155822015830-304,162
20155822055802-926,8
20155822075801-949,65
20155822095814-359,8
20155822095826-155,37
20155822095852-890,36
20155822105810-579,77
20155822115853-505,125
20155822125820-486,140
20155823035853-246,27
20155823045848-67,6
20155823055803-433,121
20155823065837-106,115
20155823075804-719,20
20155823075842-421,149
20155823085830-345,151
20155823085839-596,42
20155823095855-582,70
20155823115812-779,81
20155823115852-975,30
20155823125851-5,36
20155824015804-38,78
20155824015823-693,108
20155824065823-362,9
20155824075833-835,26
20155824085808-856,71
20155824085824-497,162
20155824105804-483,99
20155824105853-847,69
20155824115842-88,7
20155824125808-342,10
20155825015845-391,20
20155825015847-776,44
20155825035821-104,26
20155825075818-934,26
20155825075830-372,140
20155825085835-596,43
20155825095828-312,79
20155825095843-923,12
20155825105841-374,83
20155825115804-7,39
20155825125841-294,65
20155826015806-989,162
20155826025824-717,4
20155826045826-106,7
20155826045853-500,130
20155826055855-744,61
20155826055856-580,82
20155826065850-927,34
20155826105805-860,21
20155826115815-593,10
20155826115832-431,85
20155826125821-822,39
20155827015818-429,34
20155827015856-404,5
20155827025824-481,46
20155827045831-194,25
20155827095803-168,16
20155827095826-435,74
20155827095843-188,69
20155828015841-903,33
20155828095857-94,46
20155828115825-591,10
20155829075824-907,36
20155829085817-23,74
20155829095814-906,107
20155829125801-230,97
20155830035801-177,36
20155830045808-582,33
20155830055828-679,16
20155830055849-282,121
20155830065855-504,41
20155830085824-923,114
20155830085850-481,77
20155830105834-763,89
20155831065804-376,10
20155831085848-755,10
20155831115839-729,89
20155831125800-301,34
20155901015947-373,140
20155901035926-421,-1
20155901035934-317,7
20155901045901-393,39
20155901045958-283,48
20155901055918-875,79
20155901075938-57,61
20155901125940-121,52
20155901125946-822,32
20155902015910-865,142
20155902035925-220,77
20155902035925-439,8
20155902035928-553,69
20155902045926-725,26
20155902055909-455,93
20155902055909-699,69
20155902105925-30,90
20155902115909-910,36
20155902115911-810,9
20155902125916-155,39
20155903015900-12,85
20155903035925-197,60
20155903065939-454,61
20155903075911-687,122
20155903085903-858,104
20155903085959-441,8
20155903095917-883,26
20155903115902-997,136
20155903115957-556,27
20155904015930-845,131
20155904025922-23,45
20155904035908-848,10
20155904035959-185,104
20155904055905-326,71
20155904065927-209,58
20155904075953-519,114
20155904085914-39,119
20155904105900-757,9
20155904105902-891,15
20155904105919-416,6
20155904105955-4,34
20155904115940-534,27
20155905015919-324,4
20155905015920-414,115
20155905015950-850,91
20155905035932-71,34
20155905045912-583,85
20155905045922-649,21
20155905045930-492,58
20155905075939-56,69
20155906015935-400,11
20155906015944-94,27
20155906055936-524,108
20155906115942-291,69
20155907045941-874,55
