car_id,route_type_csv
20160904010950-845,transit
20160905120939-772,transit
20160906100940-539,transit
20160907100955-385,transit
20160908030949-595,transit
20160909040905-953,camper
20160909050954-810,ranger
20160909090904-648,transit
20160909110951-610,transit
20160910030929-444,transit
20160910040923-196,transit
20160910050957-271,ranger
20160911020913-664,transit
20160912030938-853,transit
20160912080949-307,ranger
20160913070929-21,transit
20160914030941-510,transit
20160916060937-727,transit
20160917030947-785,none
20160918100924-159,transit
20160919020921-881,transit
20160919090925-42,transit
20160919090929-861,ranger
20160919120906-801,ranger
20160920040918-491,transit
20160920040931-209,none
20160920080948-51,transit
20160920120951-598,camper
20160921010925-954,transit
20160921020929-449,transit
20160921040906-21,transit
20160922060943-401,transit
20160922100922-785,transit
20160922120953-641,transit
20160923060955-658,transit
20160924110919-469,transit
20160925020958-474,transit
20160925040912-703,transit
20160926030956-316,transit
20160926050914-318,transit
20160926060956-131,transit
20160927120913-247,none
20160928040927-911,none
20160928110911-195,transit
20160929020926-739,transit
20160929020949-662,none
20160929030939-645,transit
20160929060916-648,ranger
20160929070914-370,transit
20160929070918-527,transit
20160929100908-953,transit
20160930050912-499,transit
20160931060944-174,transit
20160931100926-840,transit
20161001071044-510,camper
20161003051008-246,transit
20161003101050-671,transit
20161005011006-190,transit
20161005061003-915,ranger
20161005101026-599,transit
20161005111035-350,transit
20161006051036-393,camper
20161008061012-639,none
20161009031041-451,transit
20161009071031-181,transit
20161009091032-139,transit
20161009121034-117,ranger
20161010091000-835,camper
20161010111008-592,transit
20161011011030-821,transit
20161012041010-113,transit
20161012091023-643,transit
20161013011043-215,transit
20161013051036-750,transit
20161013081032-66,transit
20161013081040-429,none
20161013081055-181,transit
20161014021034-794,transit
20161014091059-781,transit
20161014121038-59,transit
20161014121051-972,transit
20161016051025-689,transit
20161016061005-853,ranger
20161017071011-355,transit
20161017101003-233,ranger
20161018071042-48,transit
20161018071050-497,transit
20161018111027-541,transit
20161019011001-178,ranger
20161019061000-854,transit
20161020111020-427,transit
20161020121041-219,transit
20161021041008-68,transit
20161021051050-777,transit
20161021081001-651,transit
20161021121016-490,transit
20161023081040-141,transit
20161024061019-619,transit
20161024071032-806,transit
20161025091017-844,none
20161026031019-92,transit
20161026061018-468,none
20161026121051-521,transit
20161027081043-829,transit
20161028071059-992,transit
20161029061031-458,transit
20161030061009-451,transit
20161031111001-854,transit
20161101011121-640,transit
20161101011144-757,transit
20161101061108-407,transit
20161101091151-705,transit
20161101121112-514,transit
20161102081152-833,transit
20161103021117-902,transit
20161103061131-806,camper
20161104051124-153,ranger
20161104071109-499,transit
20161106011142-596,camper
20161106011150-891,transit
20161109121152-659,none
20161110071127-653,transit
20161111081100-147,ranger
20161112031156-198,camper
20161112091116-745,transit
20161114021103-936,transit
20161114041156-481,transit
20161114051155-257,transit
20161114071103-211,ranger
20161115011152-441,transit
20161115101140-983,ranger
20161116041109-645,ranger
20161116061132-184,ranger
20161116081108-938,transit
20161116101151-711,transit
20161119031144-42,transit
20161119041136-937,transit
20161120041131-715,transit
20161120091105-152,transit
20161120111152-455,transit
20161121021106-144,camper
20161121041140-915,none
20161121101111-883,transit
20161121101112-120,transit
20161122021123-452,transit
20161123091100-10,ranger
20161123091133-303,transit
20161124061148-112,transit
20161124091131-859,ranger
20161126061112-93,transit
20161126101137-651,transit
20161127011115-81,none
20161128071109-682,ranger
20161128071142-825,transit
20161128121136-782,transit
20161129011130-755,transit
20161129031115-732,ranger
20161130121138-137,camper
20161131041111-544,transit
20161202021228-856,transit
20161202021246-213,transit
20161203021218-666,transit
20161203041204-966,transit
20161205051258-519,camper
20161205051258-561,ranger
20161205061243-360,none
20161205121204-187,transit
20161205121247-772,transit
20161206061244-472,transit
20161207031252-328,camper
20161207081229-627,ranger
20161207111240-520,transit
20161210041258-96,transit
20161210061216-515,transit
20161210071215-600,transit
20161210081211-622,transit
20161210111228-205,transit
20161211061224-16,camper
20161211101251-483,ranger
20161212041255-176,transit
20161212111209-517,transit
20161213041243-309,transit
20161213051244-398,transit
20161213061238-98,ranger
20161213101216-677,camper
20161214011208-135,camper
20161214111214-743,transit
20161215091208-428,transit
20161215111234-207,transit
20161216111230-479,transit
20161217011221-688,ranger
20161217051212-856,none
20161218061229-69,ranger
20161219011251-7,ranger
20161220021250-559,transit
20161222111216-617,transit
20161222121219-49,camper
20161223051213-210,ranger
20161223051241-27,transit
20161223051257-6,transit
20161223071247-478,transit
20161223081259-94,transit
20161224031200-129,transit
20161224031222-354,camper
20161224041226-627,transit
20161224071231-541,none
20161224081237-216,transit
20161224121208-822,transit
20161226081207-815,transit
20161226101220-113,camper
20161227011220-388,transit
20161227011258-480,camper
20161228041200-219,transit
20161228061242-834,camper
20161229031207-187,none
20161229041253-488,none
20161229101224-445,none
20161231021249-252,transit
20161231041252-530,transit
20161301121334-245,transit
20161302071348-30,transit
20161302081317-941,transit
20161303071359-778,transit
20161305041316-220,transit
20161305051353-732,transit
20161305121334-791,transit
20161306031357-729,transit
20161306111331-528,transit
20161307051323-788,ranger
20161308011357-11,transit
20161308031352-805,camper
20161308111330-578,transit
20161309021350-136,transit
20161310041302-507,transit
20161310061335-543,transit
20161310091315-362,transit
20161310111311-164,transit
20161311011310-38,transit
20161311051300-409,transit
20161312031302-378,transit
20161312051308-262,ranger
20161313061316-182,transit
20161313071319-481,none
20161313101357-141,ranger
20161316021330-994,transit
20161316041313-82,transit
20161316121329-391,transit
20161317061321-998,transit
20161317111348-498,transit
20161318021312-282,transit
20161318061320-248,transit
20161318071302-141,camper
20161318071354-82,transit
20161319021325-931,none
20161319021326-304,transit
20161319071336-86,ranger
20161319081321-100,camper
20161320011358-799,transit
20161320061327-457,transit
20161320081349-668,transit
20161321021346-386,transit
20161321031325-459,transit
20161323021336-48,transit
20161324021341-735,none
20161324111321-629,transit
20161324121317-783,transit
20161325101344-225,transit
20161326021314-134,transit
20161326091316-839,transit
20161326101328-758,camper
20161326101356-112,transit
20161327021321-308,none
20161327031357-119,none
20161327091348-83,none
20161328101303-792,transit
20161329021330-148,transit
20161330051337-858,transit
20161330111331-330,none
20161331071346-196,none
20161331111329-633,transit
20161401041452-153,none
20161401111440-590,none
20161402121456-190,ranger
20161404051449-702,transit
20161405041435-641,transit
20161405081433-751,transit
20161405101442-940,camper
20161407081409-475,transit
20161407091447-677,transit
20161407111441-721,transit
20161409011426-561,transit
20161409061427-460,transit
20161410011432-209,transit
20161410071459-955,ranger
20161410101407-777,camper
20161410111409-981,transit
20161411081440-961,transit
20161411101448-383,transit
20161412101405-336,transit
20161412101451-978,camper
20161412121444-732,camper
20161414041441-290,camper
20161414051430-898,transit
20161414101428-457,transit
20161417081451-388,transit
20161417111435-606,transit
20161418061406-876,camper
20161419051435-349,none
20161420031429-746,transit
20161421031451-792,camper
20161421101418-239,transit
20161424031445-539,transit
20161424121402-705,transit
20161425061457-1,ranger
20161425091443-832,none
20161425111447-39,transit
20161426051432-343,transit
20161426061407-959,transit
20161427121459-554,transit
20161428051428-478,transit
20161428101401-108,transit
20161429011414-117,ranger
20161429011440-821,ranger
20161429011458-532,transit
20161429081448-237,transit
20161430021441-440,transit
20161430071413-581,transit
20161430111436-782,transit
20161431011459-931,none
20161431071429-722,transit
20161501011537-593,transit
20161501071504-180,camper
20161502041513-975,none
20161502071558-876,transit
20161502081516-390,transit
20161503051539-698,transit
20161503081526-237,camper
20161505011539-339,transit
20161505071505-888,transit
20161506031506-978,transit
20161506031555-608,transit
20161506041531-912,ranger
20161506101508-560,ranger
20161506111504-151,ranger
20161507041504-895,transit
20161507041546-723,ranger
20161507051513-138,camper
20161507081502-674,camper
20161508121511-970,camper
20161509041539-661,transit
20161509081549-225,ranger
20161509101553-614,transit
20161511051510-450,transit
20161511091553-767,transit
20161511121510-454,transit
20161512031554-290,transit
20161512071503-37,transit
20161513011505-693,transit
20161513121547-940,transit
20161515101514-592,camper
20161516021529-836,transit
20161516031502-578,transit
20161516121504-96,transit
20161517111522-117,transit
20161518021532-823,transit
20161518061535-231,transit
20161519011518-771,transit
20161520021557-47,transit
20161522011512-651,none
20161522051543-49,transit
20161522101518-113,transit
20161523061558-393,camper
20161523101514-133,transit
20161525041508-187,none
20161526101546-346,ranger
20161527111515-539,transit
20161527121507-586,ranger
20161528021509-878,none
